Virus	Human	Weight
D3KDN2	P49207	31.52
D3KDN2	P49327	14.01
D3KDN2	P49368	37.26
D3KDN2	P49406	38.35
D3KDN2	P49411	30.43
D3KDN2	P49458	45.86
D3KDN2	P49589	26.76
D3KDN2	P49721	21.13
D3KDN2	P49736	16.28
D3KDN2	P49755	28.04
D3KDN2	P49756	20.8
D3KDN2	P49902	27.66
D3KDN2	P50213	13.43
D3KDN2	P50222	27.85
D3KDN2	P50395	14.03
D3KDN2	P50402	23.33
D3KDN2	P50454	27.03
D3KDN2	P50570	17.44
D3KDN2	P50914	62.73
D3KDN2	P50990	33.99
D3KDN2	P50991	35.15
D3KDN2	P51114	43.35
D3KDN2	P51116	60.18
D3KDN2	P51148	25.92
D3KDN2	P51153	10.93
D3KDN2	P51398	86.81
D3KDN2	P51570	32.89
D3KDN2	P51571	16.68
D3KDN2	P51617	35.97
D3KDN2	P51648	48.94
D3KDN2	P51659	12.03
D3KDN2	P51665	40.23
D3KDN2	P51784	24
D3KDN2	P51948	10.94
D3KDN2	P51991	50.91
D3KDN2	P52272	49.1
D3KDN2	P52292	71.92
D3KDN2	P52294	85.08
D3KDN2	P52298	33.04
D3KDN2	P52434	26.08
D3KDN2	P52597	67.48
D3KDN2	P52701	13.46
D3KDN2	P52732	46.86
D3KDN2	P52815	55.96
D3KDN2	P53007	48.12
D3KDN2	P53396	10.64
D3KDN2	P53618	35.21
D3KDN2	P53621	16.7
D3KDN2	P53814	38.38
D3KDN2	P53999	14.03
D3KDN2	P54105	40
D3KDN2	P54136	14.14
D3KDN2	P54652	18.69
D3KDN2	P54886	12.82
D3KDN2	P55036	37.56
D3KDN2	P55060	13.43
D3KDN2	P55072	47.47
D3KDN2	P55084	41.29
D3KDN2	P55209	44.37
D3KDN2	P55265	57.27
D3KDN2	P55769	20.25
D3KDN2	P55795	14.06
D3KDN2	P55884	42.26
D3KDN2	P56134	20.19
D3KDN2	P57088	23.81
D3KDN2	P57740	35.64
D3KDN2	P60174	21.69
D3KDN2	P60228	14.03
D3KDN2	P60468	34.72
D3KDN2	P60660	50.34
D3KDN2	P60709	61.23
D3KDN2	P60842	40.11
D3KDN2	P60866	57.42
D3KDN2	P60891	23.08
D3KDN2	P60903	52.61
D3KDN2	P60953	13.43
D3KDN2	P61026	17.63
D3KDN2	P61163	20.1
D3KDN2	P61204	10.91
D3KDN2	P61247	78.1
D3KDN2	P61254	64.56
D3KDN2	P61313	58.43
D3KDN2	P61326	19.34
D3KDN2	P61353	53.4
D3KDN2	P61457	28.44
D3KDN2	P61513	35.5
D3KDN2	P61604	17.28
D3KDN2	P61619	35
D3KDN2	P61927	15.62
D3KDN2	P61962	45.05
D3KDN2	P61978	76.46
D3KDN2	P61981	36.14
D3KDN2	P62081	38.57
D3KDN2	P62136	29.44
D3KDN2	P62140	33.8
D3KDN2	P62191	34.43
D3KDN2	P62195	46.54
D3KDN2	P62241	49.1
D3KDN2	P62244	76.61
D3KDN2	P62249	58.43
D3KDN2	P62258	42.1
D3KDN2	P62263	50.11
D3KDN2	P62266	49.1
D3KDN2	P62269	68.49
D3KDN2	P62273	23.7
D3KDN2	P62277	66.7
D3KDN2	P62280	57.86
D3KDN2	P62304	32.77
D3KDN2	P62306	21.09
D3KDN2	P62314	56.3
D3KDN2	P62316	45.58
D3KDN2	P62318	43.26
D3KDN2	P62333	61.68
D3KDN2	P62424	62.73
D3KDN2	P62487	17.63
D3KDN2	P62495	14.03
D3KDN2	P62701	48.53
D3KDN2	P62736	11.23
D3KDN2	P62750	73.86
D3KDN2	P62753	57.64
D3KDN2	P62805	55.15
D3KDN2	P62807	42.69
D3KDN2	P62820	13.43
D3KDN2	P62826	42.68
D3KDN2	P62829	69.66
D3KDN2	P62841	65.49
D3KDN2	P62847	70.31
D3KDN2	P62851	50.11
D3KDN2	P62854	45.88
D3KDN2	P62857	14.71
D3KDN2	P62873	10.91
D3KDN2	P62875	17.63
D3KDN2	P62888	35.5
D3KDN2	P62899	65.57
D3KDN2	P62906	43.36
D3KDN2	P62910	32.25
D3KDN2	P62913	56.99
D3KDN2	P62917	65.82
D3KDN2	P62937	22.73
D3KDN2	P62979	31.82
D3KDN2	P62993	12.09
D3KDN2	P62995	44.68
D3KDN2	P63010	33.22
D3KDN2	P63104	60.24
D3KDN2	P63151	34.72
D3KDN2	P63167	44.51
D3KDN2	P63173	54.17
D3KDN2	P63208	33.68
D3KDN2	P63220	28.77
D3KDN2	P63241	30.91
D3KDN2	P63244	23.93
D3KDN2	P63261	19.77
D3KDN2	P63267	11.23
D3KDN2	P63272	17.3
D3KDN2	P63279	18.2
D3KDN2	P63313	17.28
D3KDN2	P67775	17.86
D3KDN2	P67809	82.55
D3KDN2	P67936	15.45
D3KDN2	P68032	23.81
D3KDN2	P68104	76.52
D3KDN2	P68133	22.2
D3KDN2	P68363	20.51
D3KDN2	P68366	24.34
D3KDN2	P68371	57.26
D3KDN2	P68431	18.84
D3KDN2	P78316	33.63
D3KDN2	P78347	23.37
D3KDN2	P78352	13.36
D3KDN2	P78362	14.71
D3KDN2	P78371	28.19
D3KDN2	P78527	35.89
D3KDN2	P78543	15.98
D3KDN2	P78559	18.69
D3KDN2	P80723	19.36
D3KDN2	P81605	11.56
D3KDN2	P82650	48.29
D3KDN2	P82663	32.19
D3KDN2	P82664	27.85
D3KDN2	P82673	75.33
D3KDN2	P82675	52.61
D3KDN2	P82912	54.53
D3KDN2	P82914	78.2
D3KDN2	P82921	22.81
D3KDN2	P82930	69.6
D3KDN2	P82932	76.93
D3KDN2	P82933	76.55
D3KDN2	P83731	57.42
D3KDN2	P83881	35.5
D3KDN2	P84077	31.01
D3KDN2	P84085	19.95
D3KDN2	P84090	58.02
D3KDN2	P84098	61.72
D3KDN2	P84103	63.96
D3KDN2	P84157	15.98
D3KDN2	P98175	56.4
D3KDN2	P98179	19.77
D3KDN2	Q00325	52.03
D3KDN2	Q00341	14.03
D3KDN2	Q00577	43.43
D3KDN2	Q00587	50.88
D3KDN2	Q00610	39.96
D3KDN2	Q00839	75.45
D3KDN2	Q00872	12.94
D3KDN2	Q01081	56.54
D3KDN2	Q01082	36.88
D3KDN2	Q01130	45.86
D3KDN2	Q01813	24.36
D3KDN2	Q02413	10.38
D3KDN2	Q02539	59.59
D3KDN2	Q02543	45.22
D3KDN2	Q02809	12.94
D3KDN2	Q02878	62.73
D3KDN2	Q02880	24.47
D3KDN2	Q02952	14.03
D3KDN2	Q02978	31.47
D3KDN2	Q03001	12.46
D3KDN2	Q03135	27.23
D3KDN2	Q03169	10.93
D3KDN2	Q03188	26.76
D3KDN2	Q04323	23.81
D3KDN2	Q04637	30.54
D3KDN2	Q05519	41.24
D3KDN2	Q05639	21.69
D3KDN2	Q06210	13.43
D3KDN2	Q06547	16.16
D3KDN2	Q06830	40.11
D3KDN2	Q07020	63.31
D3KDN2	Q07021	39.43
D3KDN2	Q07065	32.3
D3KDN2	Q07157	25.15
D3KDN2	Q07666	63.9
D3KDN2	Q07812	12.37
D3KDN2	Q07817	16.91
D3KDN2	Q07955	50.5
D3KDN2	Q08170	19.34
D3KDN2	Q08211	80.37
D3KDN2	Q08379	10.68
D3KDN2	Q08380	21.24
D3KDN2	Q08945	11.11
D3KDN2	Q08AM6	20.58
D3KDN2	Q09028	14.03
D3KDN2	Q09161	60.39
D3KDN2	Q09666	53.67
D3KDN2	Q10570	38.09
D3KDN2	Q12769	16.11
D3KDN2	Q12789	21.63
D3KDN2	Q12797	30.42
D3KDN2	Q12800	22.16
D3KDN2	Q12816	17.29
D3KDN2	Q12840	16.61
D3KDN2	Q12849	33.63
D3KDN2	Q12873	13.79
D3KDN2	Q12904	24.78
D3KDN2	Q12905	80.58
D3KDN2	Q12906	88.9
D3KDN2	Q12955	18.29
D3KDN2	Q12983	18.98
D3KDN2	Q12996	28.92
D3KDN2	Q13015	10.93
D3KDN2	Q13033	10.22
D3KDN2	Q13045	18.56
D3KDN2	Q13049	23.26
D3KDN2	Q13077	10.49
D3KDN2	Q13084	18.98
D3KDN2	Q13105	31.39
D3KDN2	Q13111	10.94
D3KDN2	Q13123	16.31
D3KDN2	Q13126	13.7
D3KDN2	Q13148	34.63
D3KDN2	Q13151	63.85
D3KDN2	Q13155	44.87
D3KDN2	Q13185	17.94
D3KDN2	Q13188	17.88
D3KDN2	Q13200	44.7
D3KDN2	Q13227	36.7
D3KDN2	Q13242	19.34
D3KDN2	Q13243	42.61
D3KDN2	Q13247	56.24
D3KDN2	Q13257	18.27
D3KDN2	Q13263	43.29
D3KDN2	Q13283	37.56
D3KDN2	Q13287	17.23
D3KDN2	Q13310	49.95
D3KDN2	Q13347	17.96
D3KDN2	Q13405	50.08
D3KDN2	Q13435	58.35
D3KDN2	Q13445	14.11
D3KDN2	Q13501	25.33
D3KDN2	Q13509	44.65
D3KDN2	Q13547	27.2
D3KDN2	Q13561	19.19
D3KDN2	Q13595	36.83
D3KDN2	Q13601	12.94
D3KDN2	Q13619	15.02
D3KDN2	Q13765	17.46
D3KDN2	Q13813	45.48
D3KDN2	Q13838	25.87
D3KDN2	Q13885	21.66
D3KDN2	Q13895	27.24
D3KDN2	Q14008	13.43
D3KDN2	Q14103	45.81
D3KDN2	Q14112	10.38
D3KDN2	Q14145	13.81
D3KDN2	Q14151	12.14
D3KDN2	Q14152	30.46
D3KDN2	Q14160	30.03
D3KDN2	Q14203	31.05
D3KDN2	Q14204	37.07
D3KDN2	Q14210	12.79
D3KDN2	Q14240	15.98
D3KDN2	Q14257	27.59
D3KDN2	Q14258	30.58
D3KDN2	Q14315	44.31
D3KDN2	Q14318	44.18
D3KDN2	Q14331	12.2
D3KDN2	Q14444	29.67
D3KDN2	Q14498	34.31
D3KDN2	Q14558	10.88
D3KDN2	Q14669	13.43
D3KDN2	Q14677	36.7
D3KDN2	Q14683	10.99
D3KDN2	Q14690	18.07
D3KDN2	Q14692	15.62
D3KDN2	Q14697	34.23
D3KDN2	Q14764	46.89
D3KDN2	Q147U1	13.21
D3KDN2	Q14839	14.03
D3KDN2	Q14974	62.2
D3KDN2	Q15003	13.43
D3KDN2	Q15008	47.95
D3KDN2	Q15020	73.45
D3KDN2	Q15029	14.03
D3KDN2	Q15038	25.2
D3KDN2	Q15046	24.34
D3KDN2	Q15050	20.6
D3KDN2	Q15051	11.39
D3KDN2	Q15084	20.55
D3KDN2	Q15120	14.57
D3KDN2	Q15149	45.22
D3KDN2	Q15208	42.87
D3KDN2	Q15233	27.66
D3KDN2	Q15287	19.34
D3KDN2	Q15293	38.95
D3KDN2	Q15365	128.78
D3KDN2	Q15366	45.19
D3KDN2	Q15370	22.65
D3KDN2	Q15386	28.38
D3KDN2	Q15393	37.56
D3KDN2	Q15424	12.14
D3KDN2	Q15427	34.31
D3KDN2	Q15633	29.91
D3KDN2	Q15637	31.42
D3KDN2	Q15645	13.43
D3KDN2	Q15654	16.16
D3KDN2	Q15717	63.85
D3KDN2	Q15773	69.49
D3KDN2	Q15843	18.83
D3KDN2	Q15942	25.84
D3KDN2	Q16531	47.29
D3KDN2	Q16540	43.74
D3KDN2	Q16555	13.46
D3KDN2	Q16576	40.11
D3KDN2	Q16629	55.56
D3KDN2	Q16630	14.03
D3KDN2	Q16656	16.16
D3KDN2	Q16777	22.83
D3KDN2	Q16778	14.88
D3KDN2	Q16875	34.31
D3KDN2	Q16891	27.06
D3KDN2	Q1KMD3	85.94
D3KDN2	Q27J81	17.94
D3KDN2	Q2KHR3	11.91
D3KDN2	Q2NL82	41.24
D3KDN2	Q2TAY7	14.69
D3KDN2	Q2TB90	47.13
D3KDN2	Q32MZ4	30.82
D3KDN2	Q32P51	11.96
D3KDN2	Q3KQU3	41.81
D3KDN2	Q3ZCQ8	34.01
D3KDN2	Q49A26	72.44
D3KDN2	Q49AN9	17.63
D3KDN2	Q4G0J3	47.28
D3KDN2	Q4J6C6	19.19
D3KDN2	Q4JDL3	12.94
D3KDN2	Q4VXU2	19.01
D3KDN2	Q53F19	19.34
D3KDN2	Q53GQ0	22.36
D3KDN2	Q53H12	48.57
D3KDN2	Q562R1	18.04
D3KDN2	Q5BJE1	16.3
D3KDN2	Q5C9Z4	26.22
D3KDN2	Q5H9R7	68.87
D3KDN2	Q5JNZ5	23.08
D3KDN2	Q5JPE7	13.83
D3KDN2	Q5JR04	17.63
D3KDN2	Q5JVF3	30.43
D3KDN2	Q5SRD1	29.94
D3KDN2	Q5SRE5	17.8
D3KDN2	Q5SSJ5	18.07
D3KDN2	Q5SW79	32.2
D3KDN2	Q5SXM2	47.41
D3KDN2	Q5T160	10.7
D3KDN2	Q5T3I0	13.21
D3KDN2	Q5T4S7	14.11
D3KDN2	Q5T653	18.98
D3KDN2	Q5TA45	15.43
D3KDN2	Q5THK1	17.88
D3KDN2	Q5VTE0	19.7
D3KDN2	Q5VTE6	21.63
D3KDN2	Q5W0U4	13.68
D3KDN2	Q5XKP0	13.39
D3KDN2	Q659C4	40.88
D3KDN2	Q674X7	13.27
D3KDN2	Q6DN90	34.04
D3KDN2	Q6FI13	36.86
D3KDN2	Q6KB66	10.38
D3KDN2	Q6NXE6	10.7
D3KDN2	Q6NZI2	40.41
D3KDN2	Q6NZY4	35.56
D3KDN2	Q6P1J9	39.18
D3KDN2	Q6P1L8	32.19
D3KDN2	Q6P1M0	24.66
D3KDN2	Q6P2I0	12.94
D3KDN2	Q6P2Q9	55.76
D3KDN2	Q6P3W7	18.01
D3KDN2	Q6P3X3	35.64
D3KDN2	Q6PI77	31.11
D3KDN2	Q6PKG0	93.17
D3KDN2	Q6R327	29.61
D3KDN2	Q6UN15	29.47
D3KDN2	Q6ZRV2	11.91
D3KDN2	Q70EL1	10.9
D3KDN2	Q70IA6	17.53
D3KDN2	Q71DI3	18.84
D3KDN2	Q71U36	21.77
D3KDN2	Q71UM5	25.46
D3KDN2	Q7KZ85	17.63
D3KDN2	Q7KZF4	14.03
D3KDN2	Q7L2E3	40.38
D3KDN2	Q7L2H7	30.21
D3KDN2	Q7L2J0	47.28
D3KDN2	Q7L7L0	22.83
D3KDN2	Q7RTV0	14.96
D3KDN2	Q7Z2T5	12.94
D3KDN2	Q7Z2W4	18.42
D3KDN2	Q7Z2W9	23.08
D3KDN2	Q7Z3B4	37.88
D3KDN2	Q7Z3U7	12.45
D3KDN2	Q7Z4H7	39.59
D3KDN2	Q7Z6Z7	25.28
D3KDN2	Q7Z736	15.19
D3KDN2	Q86SZ2	13.33
D3KDN2	Q86U42	52.35
D3KDN2	Q86UA1	25.11
D3KDN2	Q86UE4	32.38
D3KDN2	Q86V81	36.06
D3KDN2	Q86VP6	19.83
D3KDN2	Q86VU5	10.38
D3KDN2	Q86WR0	10.38
D3KDN2	Q86XI2	15.7
D3KDN2	Q86YA3	11.58
D3KDN2	Q86YZ3	17.31
D3KDN2	Q8IUQ4	16.16
D3KDN2	Q8IW93	10.38
D3KDN2	Q8IWC1	10.9
D3KDN2	Q8IWX8	33.63
D3KDN2	Q8IX01	54.97
D3KDN2	Q8IXM3	45.75
D3KDN2	Q8IY17	11.94
D3KDN2	Q8IYB3	40.97
D3KDN2	Q8IYD1	13.43
D3KDN2	Q8IZT6	11.91
D3KDN2	Q8N163	61.34
D3KDN2	Q8N1B4	15.02
D3KDN2	Q8N1F7	24.36
D3KDN2	Q8N448	60.43
D3KDN2	Q8N4C6	19.19
D3KDN2	Q8N4Q1	10.38
D3KDN2	Q8N4X5	10.59
D3KDN2	Q8N5C6	14.71
D3KDN2	Q8N5N7	26.64
D3KDN2	Q8N668	12.79
D3KDN2	Q8N6R0	10.38
D3KDN2	Q8N6Y0	24.02
D3KDN2	Q8N9N5	25.36
D3KDN2	Q8NB90	16.87
D3KDN2	Q8NBQ5	10.9
D3KDN2	Q8NBZ7	22.37
D3KDN2	Q8NC51	48.05
D3KDN2	Q8NC60	31.01
D3KDN2	Q8NC69	24.25
D3KDN2	Q8NCA5	13.4
D3KDN2	Q8NE71	23.25
D3KDN2	Q8NEC5	26.15
D3KDN2	Q8NF37	37.5
D3KDN2	Q8NG31	17.88
D3KDN2	Q8NHQ1	17.88
D3KDN2	Q8NI27	12.2
D3KDN2	Q8NI60	22.61
D3KDN2	Q8TAE8	32.19
D3KDN2	Q8TAQ2	16.59
D3KDN2	Q8TC07	21.55
D3KDN2	Q8TC57	12.94
D3KDN2	Q8TCT9	15.58
D3KDN2	Q8TCU4	37.95
D3KDN2	Q8TD10	10.49
D3KDN2	Q8TD20	16.8
D3KDN2	Q8TD26	20.91
D3KDN2	Q8TD31	35.17
D3KDN2	Q8TDD1	10.94
D3KDN2	Q8TDF6	10.38
D3KDN2	Q8TEX9	13.43
D3KDN2	Q8TF72	12.2
D3KDN2	Q8WUK0	13.16
D3KDN2	Q8WUM0	35.08
D3KDN2	Q8WV44	40.88
D3KDN2	Q8WVR3	10.1
D3KDN2	Q8WVS4	10.38
D3KDN2	Q8WVX9	42.18
D3KDN2	Q8WWC4	12.49
D3KDN2	Q8WWF6	30.73
D3KDN2	Q8WWM7	36.48
D3KDN2	Q8WWY3	43.3
D3KDN2	Q8WXA9	30.24
D3KDN2	Q8WXF7	12.94
D3KDN2	Q8WY36	17.88
D3KDN2	Q92499	48.06
D3KDN2	Q92504	15.02
D3KDN2	Q92522	78.06
D3KDN2	Q92526	11.3
D3KDN2	Q92542	39.28
D3KDN2	Q92552	13.62
D3KDN2	Q92564	14.25
D3KDN2	Q92569	42.51
D3KDN2	Q92598	69.68
D3KDN2	Q92615	39.18
D3KDN2	Q92616	13.43
D3KDN2	Q92620	25.62
D3KDN2	Q92621	35.64
D3KDN2	Q92665	73.78
D3KDN2	Q92769	10.92
D3KDN2	Q92804	10.91
D3KDN2	Q92841	25.68
D3KDN2	Q92900	86.31
D3KDN2	Q92905	22.26
D3KDN2	Q92922	16.23
D3KDN2	Q92945	22.43
D3KDN2	Q92997	22.06
D3KDN2	Q93062	20.61
D3KDN2	Q93077	22.83
D3KDN2	Q96A33	36.56
D3KDN2	Q96A35	18.98
D3KDN2	Q96AG4	32.3
D3KDN2	Q96AV8	10.38
D3KDN2	Q96BY7	17.55
D3KDN2	Q96C19	19.83
D3KDN2	Q96CS3	31.42
D3KDN2	Q96CW1	14.71
D3KDN2	Q96D09	25.27
D3KDN2	Q96DT6	12.94
D3KDN2	Q96DU9	12.94
D3KDN2	Q96DV4	48.87
D3KDN2	Q96E29	10.9
D3KDN2	Q96EL3	14.48
D3KDN2	Q96EP5	12.94
D3KDN2	Q96EY1	31.51
D3KDN2	Q96EY7	74.46
D3KDN2	Q96GC5	23.08
D3KDN2	Q96HA1	31.11
D3KDN2	Q96HS1	39.64
D3KDN2	Q96I25	27.23
D3KDN2	Q96I59	40.88
D3KDN2	Q96IK5	18.22
D3KDN2	Q96IX5	23.81
D3KDN2	Q96JJ7	16.7
D3KDN2	Q96KK5	22.83
D3KDN2	Q96KR1	40.74
D3KDN2	Q96L14	20.68
D3KDN2	Q96L21	27.97
D3KDN2	Q96MC5	18.22
D3KDN2	Q96MW5	19.19
D3KDN2	Q96N67	10.5
D3KDN2	Q96P70	22.65
D3KDN2	Q96PK6	27.18
D3KDN2	Q96PU8	22.68
D3KDN2	Q96PV6	17.32
D3KDN2	Q96RS0	17.04
D3KDN2	Q96RT1	23.02
D3KDN2	Q96RT8	15.19
D3KDN2	Q96S59	15.98
D3KDN2	Q96SB4	28.11
D3KDN2	Q96SI9	55.65
D3KDN2	Q96T37	12.94
D3KDN2	Q96TA2	44.74
D3KDN2	Q99081	20.61
D3KDN2	Q99417	26.16
D3KDN2	Q99436	13.15
D3KDN2	Q99459	23.25
D3KDN2	Q99460	43.36
D3KDN2	Q99575	47.86
D3KDN2	Q99595	13.43
D3KDN2	Q99613	24.41
D3KDN2	Q99615	69.45
D3KDN2	Q99623	23.76
D3KDN2	Q99653	15.76
D3KDN2	Q99708	10.38
D3KDN2	Q99714	25.17
D3KDN2	Q99729	66.08
D3KDN2	Q99733	32.3
D3KDN2	Q99832	32.02
D3KDN2	Q99848	18.98
D3KDN2	Q99878	22.83
D3KDN2	Q99880	18.71
D3KDN2	Q99959	35.69
D3KDN2	Q9BPW8	11.26
D3KDN2	Q9BPZ3	18.74
D3KDN2	Q9BPZ7	10.23
D3KDN2	Q9BQ04	15.62
D3KDN2	Q9BQ67	15.62
D3KDN2	Q9BQ70	25.27
D3KDN2	Q9BQA1	63.97
D3KDN2	Q9BQE3	41.26
D3KDN2	Q9BQG0	15.95
D3KDN2	Q9BRB3	12.79
D3KDN2	Q9BRH9	10.17
D3KDN2	Q9BRJ2	36.02
D3KDN2	Q9BRK4	10.68
D3KDN2	Q9BRK5	47.47
D3KDN2	Q9BRS2	27.91
D3KDN2	Q9BSD7	24.65
D3KDN2	Q9BSY4	17.98
D3KDN2	Q9BT78	15.02
D3KDN2	Q9BTE7	20.39
D3KDN2	Q9BTM1	22.83
D3KDN2	Q9BUA3	13.63
D3KDN2	Q9BUF5	27.74
D3KDN2	Q9BUJ2	58.13
D3KDN2	Q9BUQ8	20.68
D3KDN2	Q9BV20	12.46
D3KDN2	Q9BVI4	39.6
D3KDN2	Q9BVP2	37.34
D3KDN2	Q9BVV6	12.46
D3KDN2	Q9BXJ3	12.94
D3KDN2	Q9BXW9	35.08
D3KDN2	Q9BYD1	36.35
D3KDN2	Q9BYD2	36.02
D3KDN2	Q9BYD3	36.02
D3KDN2	Q9BYD6	43.41
D3KDN2	Q9BYJ9	13.05
D3KDN2	Q9BYK8	12.94
D3KDN2	Q9BYN8	77.81
D3KDN2	Q9BZE1	40.88
D3KDN2	Q9BZE4	36.19
D3KDN2	Q9BZL4	15.98
D3KDN2	Q9C005	43.8
D3KDN2	Q9C099	21.02
D3KDN2	Q9C0C7	25.27
D3KDN2	Q9C0J8	12.95
D3KDN2	Q9GZQ8	16.68
D3KDN2	Q9H078	30.89
D3KDN2	Q9H0A0	45.15
D3KDN2	Q9H0D6	21.53
D3KDN2	Q9H0E9	16.85
D3KDN2	Q9H0W5	13.15
D3KDN2	Q9H0X9	13.31
D3KDN2	Q9H190	13.37
D3KDN2	Q9H1D9	41.4
D3KDN2	Q9H257	10.03
D3KDN2	Q9H2P0	14.85
D3KDN2	Q9H2U1	47.74
D3KDN2	Q9H2W6	18.98
D3KDN2	Q9H307	33.92
D3KDN2	Q9H3G5	14.56
D3KDN2	Q9H3R5	19.19
D3KDN2	Q9H4A6	15.02
D3KDN2	Q9H582	11.91
D3KDN2	Q9H7E9	10.24
D3KDN2	Q9H814	43.45
D3KDN2	Q9H845	23.82
D3KDN2	Q9H898	20.79
D3KDN2	Q9H936	34.57
D3KDN2	Q9H9J2	41.06
D3KDN2	Q9HA38	10.81
D3KDN2	Q9HAV0	21.09
D3KDN2	Q9HAV7	13.06
D3KDN2	Q9HBH0	10.93
D3KDN2	Q9HCD5	25.38
D3KDN2	Q9HCE1	84.6
D3KDN2	Q9HCN4	15.25
D3KDN2	Q9HD26	18.98
D3KDN2	Q9HD33	59.01
D3KDN2	Q9NNW5	56.97
D3KDN2	Q9NP64	13.5
D3KDN2	Q9NP72	13.43
D3KDN2	Q9NP92	36.02
D3KDN2	Q9NPA8	22.77
D3KDN2	Q9NPE3	26.37
D3KDN2	Q9NQ29	17.53
D3KDN2	Q9NQ39	32.19
D3KDN2	Q9NQ50	12.94
D3KDN2	Q9NQ92	25.02
D3KDN2	Q9NR30	47.25
D3KDN2	Q9NRN7	24.77
D3KDN2	Q9NRX1	19.34
D3KDN2	Q9NRX2	28.47
D3KDN2	Q9NS69	13.43
D3KDN2	Q9NS73	19.19
D3KDN2	Q9NS86	30.21
D3KDN2	Q9NTJ3	46.84
D3KDN2	Q9NTK5	22.85
D3KDN2	Q9NUD5	32.19
D3KDN2	Q9NUL3	57.28
D3KDN2	Q9NVE7	10.31
D3KDN2	Q9NVI1	39.24
D3KDN2	Q9NVI7	56.37
D3KDN2	Q9NVJ2	13.43
D3KDN2	Q9NVP1	47.05
D3KDN2	Q9NVV4	14.03
D3KDN2	Q9NW13	27.67
D3KDN2	Q9NWB1	38.38
D3KDN2	Q9NWU5	36.02
D3KDN2	Q9NX24	18.98
D3KDN2	Q9NX63	31.98
D3KDN2	Q9NX74	26.76
D3KDN2	Q9NXS2	24.28
D3KDN2	Q9NXV2	40.14
D3KDN2	Q9NXW2	23.09
D3KDN2	Q9NY74	17.88
D3KDN2	Q9NY93	26.76
D3KDN2	Q9NYF8	41.93
D3KDN2	Q9NYK5	36.02
D3KDN2	Q9NYY8	10.66
D3KDN2	Q9NZ01	44.51
D3KDN2	Q9NZB2	81.37
D3KDN2	Q9NZI8	31.76
D3KDN2	Q9NZJ7	13.43
D3KDN2	Q9NZL4	16.58
D3KDN2	Q9NZN4	10.88
D3KDN2	Q9P015	45.22
D3KDN2	Q9P032	10.9
D3KDN2	Q9P035	50.44
D3KDN2	Q9P0J7	26.08
D3KDN2	Q9P0K7	13.19
D3KDN2	Q9P1Y5	31.53
D3KDN2	Q9P2E9	29.05
D3KDN2	Q9P2F8	25.27
D3KDN2	Q9P2I0	14.16
D3KDN2	Q9P2J5	13.46
D3KDN2	Q9P2R3	17.54
D3KDN2	Q9UBB4	24.21
D3KDN2	Q9UBM7	29.05
D3KDN2	Q9UBQ5	13.43
D3KDN2	Q9UBS4	24.03
D3KDN2	Q9UBU9	13.4
D3KDN2	Q9UBW7	45.95
D3KDN2	Q9UBW8	13.43
D3KDN2	Q9UBX3	31.4
D3KDN2	Q9UDW1	16.18
D3KDN2	Q9UDY4	16.61
D3KDN2	Q9UG63	25.95
D3KDN2	Q9UH99	29.34
D3KDN2	Q9UHV9	14.96
D3KDN2	Q9UI10	14.68
D3KDN2	Q9UI12	11.38
D3KDN2	Q9UIA0	10.03
D3KDN2	Q9UJ14	17.79
D3KDN2	Q9UJC3	16.03
D3KDN2	Q9UJV9	17.9
D3KDN2	Q9UJY1	26.08
D3KDN2	Q9UK41	16.85
D3KDN2	Q9UK61	10.23
D3KDN2	Q9UKA4	21.89
D3KDN2	Q9UKD2	33.16
D3KDN2	Q9UKF6	10.08
D3KDN2	Q9UKK6	13.4
D3KDN2	Q9UKM9	54.24
D3KDN2	Q9UKV3	12.14
D3KDN2	Q9UKV8	17.63
D3KDN2	Q9UL15	51.82
D3KDN2	Q9UL40	26.52
D3KDN2	Q9ULT8	22.41
D3KDN2	Q9ULX6	34.86
D3KDN2	Q9UM00	28.71
D3KDN2	Q9UMS4	40.05
D3KDN2	Q9UN86	35
D3KDN2	Q9UNE7	44.42
D3KDN2	Q9UNL2	13.43
D3KDN2	Q9UNM6	54.35
D3KDN2	Q9UNQ2	13.79
D3KDN2	Q9UPN3	18.22
D3KDN2	Q9UPN7	39.51
D3KDN2	Q9UPT9	14.25
D3KDN2	Q9UPY3	18.98
D3KDN2	Q9UQ35	31.95
D3KDN2	Q9UQ80	24.67
D3KDN2	Q9Y224	79.73
D3KDN2	Q9Y230	38.37
D3KDN2	Q9Y241	10.38
D3KDN2	Q9Y244	11.41
D3KDN2	Q9Y262	52.09
D3KDN2	Q9Y265	41.9
D3KDN2	Q9Y266	10.88
D3KDN2	Q9Y285	10.66
D3KDN2	Q9Y287	18.29
D3KDN2	Q9Y291	20.6
D3KDN2	Q9Y295	23.61
D3KDN2	Q9Y2G8	28.38
D3KDN2	Q9Y2H1	21.94
D3KDN2	Q9Y2I1	22.18
D3KDN2	Q9Y2Q9	51.09
D3KDN2	Q9Y2R5	32.19
D3KDN2	Q9Y2R9	55.13
D3KDN2	Q9Y2V7	15.83
D3KDN2	Q9Y2W1	42.62
D3KDN2	Q9Y2X3	100.61
D3KDN2	Q9Y2X9	38.38
D3KDN2	Q9Y2Z4	12.94
D3KDN2	Q9Y305	21.14
D3KDN2	Q9Y383	55.59
